NU_INSCRICAO,NO_MUNICIPIO_RESIDENCIA,IDADE,SEXO,TP_ESTADO_CIVIL,RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,ESCOLA,CO_ESCOLA,NO_MUNICIPIO_ESC,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,COMP1,COMP2,COMP3,COMP4,COMP5,NOTA_REDACAO,INTERNET
"1,90E+11",São Paulo,18,M,1,preta,1,1,não_respondeu,,,1,1,1,1,406.3,569.3,547.6,641.7,Inglês,1.0,140.0,80.0,120.0,120.0,60.0,520.0,Sim
"1,90E+11",São Paulo,35,F,1,parda,1,1,não_respondeu,,,1,1,1,1,439.3,539.6,504.6,43.0,Inglês,1.0,120.0,120.0,120.0,120.0,0.0,480.0,Sim
"1,90E+11",São Paulo,17,F,1,preta,1,2,pública,35003384.0,São Paulo,1,1,1,1,419.4,509.3,551.6,582.6,Espanhol,1.0,160.0,120.0,120.0,100.0,140.0,640.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35000978.0,São Paulo,1,1,1,1,425.6,578.6,565.4,528.4,Inglês,1.0,140.0,180.0,120.0,160.0,120.0,720.0,Não
"1,90E+11",São Paulo,18,M,1,branca,1,1,não_respondeu,,,1,1,1,1,564.6,593.6,634.6,580.2,Inglês,1.0,160.0,120.0,140.0,160.0,140.0,720.0,Sim
"1,90E+11",São Paulo,21,F,1,parda,1,1,não_respondeu,,,1,1,1,1,494.1,571.9,569.7,50.7,Espanhol,1.0,140.0,120.0,120.0,140.0,100.0,620.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35004157.0,São Paulo,1,1,1,1,401.5,500.4,51.2,513.8,Inglês,1.0,120.0,120.0,100.0,140.0,60.0,540.0,Sim
"1,90E+11",São Paulo,19,F,1,branca,1,1,não_respondeu,,,1,1,1,1,663.6,654.6,62.9,74.8,Inglês,1.0,140.0,180.0,160.0,160.0,180.0,820.0,Sim
"1,90E+11",São Paulo,20,F,1,branca,1,1,não_respondeu,,,1,1,1,1,616.2,594.7,586.9,621.2,Inglês,1.0,160.0,120.0,160.0,160.0,160.0,760.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35044337.0,São Paulo,1,1,1,1,436.6,549.6,568.8,470.2,Espanhol,1.0,160.0,120.0,140.0,140.0,160.0,720.0,Sim
"1,90E+11",São Paulo,41,F,1,parda,1,1,não_respondeu,,,1,1,1,1,434.8,401.1,536.7,44.2,Espanhol,1.0,120.0,120.0,120.0,120.0,0.0,480.0,Sim
"1,90E+11",São Paulo,21,F,1,parda,1,1,não_respondeu,,,1,1,1,1,475.8,41.7,509.8,477.2,Espanhol,1.0,120.0,120.0,80.0,100.0,100.0,520.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,474.3,615.4,507.9,497.8,Espanhol,1.0,140.0,140.0,100.0,100.0,80.0,560.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,,,1,1,1,1,554.3,597.2,596.4,497.7,Inglês,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,1,não_respondeu,,,1,1,1,1,551.1,582.2,551.7,576.1,Inglês,1.0,120.0,180.0,160.0,120.0,160.0,740.0,Sim
"1,90E+11",São Paulo,44,F,1,parda,1,1,não_respondeu,,,1,1,1,1,428.5,548.3,534.9,433.1,Espanhol,1.0,100.0,120.0,100.0,100.0,80.0,500.0,Sim
"1,90E+11",São Paulo,21,M,1,preta,1,1,não_respondeu,,,1,1,1,1,440.8,541.5,580.2,596.1,Inglês,1.0,100.0,120.0,120.0,120.0,160.0,620.0,Sim
"1,90E+11",São Paulo,18,F,1,preta,1,2,pública,35001132.0,São Paulo,1,1,1,1,439.4,484.7,481.5,452.6,Espanhol,1.0,120.0,120.0,120.0,140.0,60.0,560.0,Sim
"1,90E+11",São Paulo,36,F,2,parda,1,1,não_respondeu,,,1,1,1,1,493.9,579.8,568.7,41.5,Espanhol,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,520.5,602.5,598.1,657.1,Espanhol,1.0,120.0,120.0,140.0,140.0,160.0,680.0,Sim
"1,90E+11",São Paulo,18,F,0,branca,1,1,não_respondeu,,,1,1,1,1,607.4,668.9,626.2,70.1,Inglês,1.0,160.0,140.0,140.0,160.0,80.0,680.0,Sim
"1,90E+11",São Paulo,27,F,1,parda,1,2,pública,,,1,1,1,1,457.2,492.2,529.6,583.6,Inglês,1.0,120.0,120.0,120.0,120.0,0.0,480.0,Sim
"1,90E+11",São Paulo,18,M,1,parda,1,1,não_respondeu,,,1,1,1,1,516.3,631.5,607.4,575.6,Inglês,1.0,120.0,120.0,120.0,140.0,140.0,640.0,Sim
"1,90E+11",São Paulo,21,M,1,parda,1,1,não_respondeu,,,1,1,1,1,579.7,701.5,596.4,709.7,Inglês,1.0,140.0,120.0,120.0,120.0,140.0,640.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,557.4,595.8,621.2,608.6,Inglês,1.0,160.0,200.0,160.0,180.0,180.0,880.0,Sim
"1,90E+11",São Paulo,23,F,1,parda,1,1,não_respondeu,,,1,1,1,1,550.9,48.4,526.8,435.6,Espanhol,1.0,120.0,120.0,120.0,120.0,0.0,480.0,Sim
"1,90E+11",São Paulo,31,M,1,branca,2,1,não_respondeu,,,1,1,1,1,509.7,492.9,479.6,525.3,Espanhol,1.0,120.0,120.0,120.0,120.0,40.0,520.0,Sim
"1,90E+11",São Paulo,20,F,1,branca,1,1,não_respondeu,,,1,1,1,1,389.2,543.9,488.7,425.1,Inglês,1.0,100.0,120.0,120.0,120.0,60.0,520.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,,,1,1,1,1,375.8,558.3,558.6,571.2,Espanhol,1.0,120.0,120.0,100.0,80.0,80.0,500.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,1,não_respondeu,,,1,1,1,1,550.8,556.9,578.4,685.6,Inglês,1.0,160.0,200.0,180.0,160.0,180.0,880.0,Sim
"1,90E+11",São Paulo,49,F,1,preta,1,1,não_respondeu,,,1,1,1,1,35.4,455.1,460.1,412.4,Inglês,1.0,80.0,40.0,40.0,120.0,20.0,300.0,Sim
"1,90E+11",São Paulo,47,F,0,parda,1,1,não_respondeu,,,1,1,1,1,412.5,492.9,435.7,419.2,Espanhol,1.0,100.0,120.0,120.0,80.0,60.0,480.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,1,não_respondeu,,,1,1,1,1,505.3,416.1,538.1,54.6,Inglês,1.0,120.0,160.0,120.0,120.0,120.0,640.0,Sim
"1,90E+11",São Paulo,19,M,1,branca,1,1,não_respondeu,,,1,1,1,1,58.4,605.6,634.8,643.5,Inglês,1.0,160.0,160.0,160.0,120.0,120.0,720.0,Sim
"1,90E+11",São Paulo,37,F,2,branca,1,1,não_respondeu,,,1,1,1,1,606.4,621.4,572.1,609.3,Espanhol,1.0,120.0,180.0,140.0,120.0,160.0,720.0,Sim
"1,90E+11",São Paulo,22,F,1,parda,1,1,não_respondeu,,,1,1,1,1,466.3,497.4,548.9,47.6,Espanhol,1.0,120.0,140.0,120.0,120.0,100.0,600.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,35005472.0,São Paulo,1,1,1,1,438.1,349.7,399.9,409.1,Inglês,1.0,80.0,120.0,80.0,80.0,40.0,400.0,Sim
"1,90E+11",São Paulo,29,F,1,parda,1,1,não_respondeu,,,1,1,1,1,430.9,490.5,437.4,42.9,Espanhol,1.0,100.0,120.0,120.0,80.0,60.0,480.0,Não
"1,90E+11",São Paulo,17,F,1,parda,1,2,privada,,,1,1,1,1,465.6,577.3,619.7,650.5,Inglês,1.0,160.0,160.0,160.0,160.0,160.0,800.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35002422.0,São Paulo,1,1,1,1,531.5,547.3,500.8,626.8,Inglês,1.0,160.0,140.0,160.0,120.0,140.0,720.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,,,1,1,1,1,398.9,445.1,499.4,459.8,Espanhol,1.0,100.0,120.0,100.0,120.0,60.0,500.0,Sim
"1,90E+11",São Paulo,21,M,1,branca,1,1,não_respondeu,,,1,1,1,1,507.7,591.2,564.6,594.2,Inglês,1.0,120.0,140.0,120.0,120.0,100.0,600.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,1,não_respondeu,,,1,1,1,1,597.8,657.3,641.6,72.9,Inglês,1.0,180.0,180.0,140.0,180.0,180.0,860.0,Sim
"1,90E+11",São Paulo,30,F,1,parda,1,1,não_respondeu,,,1,1,1,1,418.4,433.5,400.4,385.8,Inglês,1.0,120.0,120.0,120.0,120.0,0.0,480.0,Não
"1,90E+11",São Paulo,17,F,1,preta,1,2,pública,,,1,1,1,1,393.3,429.6,450.8,452.2,Espanhol,1.0,100.0,100.0,80.0,60.0,20.0,360.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35046309.0,São Paulo,1,1,1,1,536.1,623.2,596.2,711.8,Inglês,1.0,160.0,200.0,180.0,160.0,160.0,860.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35001910.0,São Paulo,1,1,1,1,489.3,566.5,518.5,450.2,Espanhol,1.0,100.0,120.0,100.0,100.0,0.0,420.0,Sim
"1,90E+11",São Paulo,20,F,1,parda,1,1,não_respondeu,,,1,1,1,1,489.6,587.3,540.2,414.9,Inglês,1.0,160.0,200.0,180.0,200.0,180.0,920.0,Sim
"1,90E+11",São Paulo,17,F,1,amarela,1,2,pública,35041804.0,São Paulo,1,1,1,1,413.5,496.7,46.9,416.9,Inglês,1.0,100.0,120.0,120.0,120.0,80.0,540.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35001910.0,São Paulo,1,1,1,1,429.3,481.7,491.4,433.5,Inglês,1.0,120.0,120.0,100.0,100.0,80.0,520.0,Não
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35041051.0,São Paulo,1,1,1,1,518.8,574.7,567.7,583.6,Inglês,1.0,140.0,200.0,140.0,120.0,160.0,760.0,Sim
"1,90E+11",São Paulo,17,M,1,preta,1,2,pública,,,1,1,1,1,464.2,599.5,562.4,426.4,Inglês,1.0,140.0,120.0,120.0,140.0,140.0,660.0,Sim
"1,90E+11",São Paulo,24,M,2,branca,1,1,não_respondeu,,,1,1,1,1,458.4,457.3,481.4,379.1,Espanhol,1.0,120.0,120.0,80.0,100.0,0.0,420.0,Sim
"1,90E+11",São Paulo,27,F,0,preta,1,1,não_respondeu,,,1,1,1,1,557.4,593.1,621.4,583.7,Inglês,1.0,120.0,120.0,120.0,80.0,60.0,500.0,Não
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35925317.0,São Paulo,1,1,1,1,432.9,352.1,490.5,600.7,Espanhol,1.0,120.0,140.0,120.0,120.0,120.0,620.0,Não
"1,90E+11",São Paulo,17,F,1,preta,1,2,pública,,,1,1,1,1,484.6,433.6,543.7,55.7,Inglês,1.0,120.0,200.0,160.0,160.0,180.0,820.0,Sim
"1,90E+11",São Paulo,19,F,1,parda,1,1,não_respondeu,,,1,1,1,1,503.8,56.9,567.4,555.4,Inglês,1.0,120.0,160.0,160.0,160.0,120.0,720.0,Sim
"1,90E+11",São Paulo,25,F,1,parda,1,1,não_respondeu,,,1,1,1,1,379.4,599.2,627.5,542.3,Inglês,1.0,160.0,180.0,140.0,120.0,160.0,760.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35002252.0,São Paulo,1,1,1,1,507.6,607.3,58.7,661.3,Inglês,1.0,140.0,120.0,120.0,140.0,140.0,660.0,Sim
"1,90E+11",São Paulo,20,F,1,branca,1,2,privada,,,1,1,1,1,452.3,488.1,484.9,398.3,Inglês,1.0,120.0,120.0,80.0,80.0,80.0,480.0,Sim
"1,90E+11",São Paulo,18,M,1,parda,1,2,pública,35922249.0,São Paulo,1,1,1,1,410.3,481.3,541.2,473.6,Inglês,1.0,120.0,120.0,100.0,100.0,160.0,600.0,Sim
"1,90E+11",São Paulo,27,M,1,branca,1,1,não_respondeu,,,1,1,1,1,557.1,583.4,590.5,702.2,Inglês,1.0,160.0,160.0,120.0,140.0,160.0,740.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,35107591.0,São Paulo,1,1,1,1,509.9,532.9,550.5,633.4,Espanhol,1.0,120.0,120.0,140.0,120.0,120.0,620.0,Sim
"1,90E+11",São Paulo,17,F,1,preta,1,2,pública,35003888.0,São Paulo,1,1,1,1,474.6,466.4,547.5,391.8,Inglês,1.0,120.0,80.0,60.0,120.0,60.0,440.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,,,1,1,1,1,455.5,584.8,566.1,475.5,Inglês,1.0,160.0,200.0,160.0,200.0,160.0,880.0,Sim
"1,90E+11",São Paulo,18,F,1,preta,1,1,não_respondeu,,,1,1,1,1,455.9,517.2,54.7,467.4,Espanhol,1.0,140.0,120.0,160.0,160.0,140.0,720.0,Não
"1,90E+11",São Paulo,19,F,1,branca,1,1,não_respondeu,,,1,1,1,1,472.9,564.1,563.1,489.5,Inglês,1.0,160.0,120.0,160.0,120.0,140.0,700.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,privada,35130254.0,São Paulo,1,1,1,1,574.9,505.6,567.7,62.0,Inglês,1.0,120.0,140.0,120.0,100.0,120.0,600.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35925172.0,São Paulo,1,1,1,1,392.1,517.5,557.3,507.7,Inglês,1.0,120.0,120.0,100.0,80.0,80.0,500.0,Sim
"1,90E+11",São Paulo,19,F,1,parda,1,1,não_respondeu,,,1,1,1,1,441.2,498.2,549.7,612.3,Espanhol,1.0,100.0,80.0,60.0,80.0,80.0,400.0,Sim
"1,90E+11",São Paulo,20,F,1,branca,1,1,não_respondeu,,,1,1,1,1,439.1,60.7,598.9,544.7,Inglês,1.0,120.0,120.0,120.0,140.0,80.0,580.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,594.1,589.6,573.7,64.6,Inglês,1.0,120.0,180.0,100.0,120.0,120.0,640.0,Sim
"1,90E+11",São Paulo,19,F,1,branca,1,1,não_respondeu,,,1,1,1,1,59.2,639.9,607.2,581.7,Inglês,1.0,160.0,120.0,160.0,160.0,120.0,720.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35000954.0,São Paulo,1,1,1,1,507.6,582.7,589.7,48.8,Inglês,1.0,140.0,120.0,120.0,140.0,120.0,640.0,Sim
"1,90E+11",São Paulo,21,F,1,branca,1,1,não_respondeu,,,1,1,1,1,624.7,604.7,569.3,646.9,Inglês,1.0,160.0,200.0,160.0,160.0,120.0,800.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,2,2,pública,35923266.0,São Paulo,1,1,1,1,388.3,435.1,508.3,46.6,Inglês,1.0,100.0,120.0,120.0,120.0,120.0,580.0,Sim
"1,90E+11",São Paulo,17,F,1,preta,1,2,pública,35046309.0,São Paulo,1,1,1,1,456.2,510.3,510.9,470.8,Inglês,1.0,140.0,180.0,160.0,140.0,140.0,760.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,1,não_respondeu,,,1,1,1,1,44.2,452.3,492.4,447.9,Espanhol,1.0,120.0,100.0,120.0,120.0,140.0,600.0,Sim
"1,90E+11",São Paulo,19,M,1,parda,1,1,não_respondeu,,,1,1,1,1,402.5,527.9,462.4,424.5,Espanhol,1.0,100.0,40.0,40.0,80.0,0.0,260.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,414.3,567.9,586.4,462.8,Inglês,1.0,140.0,120.0,160.0,160.0,120.0,700.0,Sim
"1,90E+11",São Paulo,20,F,1,branca,1,1,não_respondeu,,,1,1,1,1,633.4,616.9,617.4,637.7,Inglês,1.0,160.0,160.0,180.0,180.0,180.0,860.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35005010.0,São Paulo,1,1,1,1,474.3,509.6,522.9,516.9,Inglês,1.0,160.0,200.0,140.0,120.0,160.0,780.0,Sim
"1,90E+11",São Paulo,30,M,1,parda,1,1,não_respondeu,,,1,1,1,1,445.7,588.5,542.8,537.8,Inglês,1.0,140.0,120.0,120.0,120.0,80.0,580.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35009465.0,São Caetano do Sul,1,1,1,1,375.4,524.5,503.5,409.8,Inglês,1.0,100.0,40.0,40.0,100.0,40.0,320.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,privada,35005368.0,São Paulo,1,1,1,1,47.4,532.3,535.7,499.8,Inglês,1.0,140.0,140.0,120.0,120.0,140.0,660.0,Sim
"1,90E+11",São Paulo,19,M,1,parda,1,1,não_respondeu,,,1,1,1,1,59.4,587.2,597.1,66.6,Inglês,1.0,160.0,180.0,180.0,160.0,160.0,840.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35005162.0,São Paulo,1,1,1,1,389.3,531.9,526.5,447.2,Espanhol,1.0,140.0,200.0,120.0,120.0,80.0,660.0,Não
"1,90E+11",São Paulo,17,F,1,nao_declarado,2,2,pública,,,1,1,1,1,470.2,505.9,557.3,448.4,Inglês,1.0,120.0,120.0,100.0,120.0,80.0,540.0,Sim
"1,90E+11",São Paulo,19,M,1,preta,1,1,não_respondeu,,,1,1,1,1,433.2,527.1,471.1,489.6,Espanhol,1.0,140.0,180.0,140.0,140.0,140.0,740.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35004352.0,São Paulo,1,1,1,1,566.3,602.2,590.4,388.6,Espanhol,1.0,140.0,160.0,140.0,160.0,140.0,740.0,Sim
"1,90E+11",São Paulo,19,F,1,parda,1,1,não_respondeu,,,1,1,1,1,46.5,508.1,493.5,41.4,Espanhol,1.0,120.0,120.0,100.0,120.0,80.0,540.0,Sim
"1,90E+11",São Paulo,21,M,1,branca,1,1,não_respondeu,,,1,1,1,1,535.7,564.7,578.5,600.5,Inglês,1.0,120.0,120.0,100.0,100.0,20.0,460.0,Sim
"1,90E+11",São Paulo,20,F,1,branca,1,1,não_respondeu,,,1,1,1,1,451.4,575.6,522.6,47.4,Espanhol,1.0,120.0,120.0,120.0,120.0,60.0,540.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35008285.0,Santo André,1,1,1,1,507.1,531.7,544.7,518.8,Inglês,1.0,160.0,120.0,120.0,160.0,160.0,720.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,1,não_respondeu,,,1,1,1,1,518.8,447.7,546.3,607.7,Inglês,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Sim
"1,90E+11",São Paulo,22,F,1,parda,1,1,não_respondeu,,,1,1,1,1,453.4,556.9,574.8,527.2,Inglês,1.0,140.0,120.0,120.0,120.0,120.0,620.0,Sim
"1,90E+11",São Paulo,21,F,1,branca,1,1,não_respondeu,,,1,1,1,1,614.3,610.9,601.9,635.2,Inglês,1.0,160.0,140.0,140.0,120.0,120.0,680.0,Sim
"1,90E+11",São Paulo,20,M,1,preta,1,1,não_respondeu,,,1,1,1,1,550.1,606.9,610.6,494.1,Inglês,1.0,180.0,200.0,200.0,160.0,160.0,900.0,Sim
"1,90E+11",São Paulo,20,F,1,parda,1,1,não_respondeu,,,1,1,1,1,622.6,662.4,609.1,741.7,Inglês,1.0,140.0,200.0,160.0,180.0,140.0,820.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35290701.0,São Paulo,1,1,1,1,53.7,578.1,591.1,68.0,Inglês,1.0,120.0,140.0,120.0,120.0,160.0,660.0,Sim
"1,90E+11",São Paulo,22,M,1,parda,1,1,não_respondeu,,,1,1,1,1,539.8,568.5,624.4,633.7,Inglês,1.0,140.0,120.0,120.0,120.0,120.0,620.0,Sim
"1,90E+11",São Paulo,33,F,1,preta,1,1,não_respondeu,,,1,1,1,1,58.2,624.8,616.8,58.3,Inglês,1.0,160.0,120.0,140.0,140.0,120.0,680.0,Não
"1,90E+11",São Paulo,17,M,1,nao_declarado,1,2,pública,35924398.0,São Paulo,1,1,1,1,472.2,51.4,458.2,550.9,Inglês,1.0,120.0,160.0,140.0,100.0,140.0,660.0,Sim
"1,90E+11",São Paulo,35,M,1,branca,0,1,não_respondeu,,,1,1,1,1,434.9,466.2,41.6,52.0,Espanhol,1.0,100.0,120.0,80.0,80.0,0.0,380.0,Sim
"1,90E+11",São Paulo,22,M,1,branca,1,1,não_respondeu,,,1,1,1,1,495.3,56.0,579.4,431.3,Inglês,1.0,120.0,200.0,180.0,160.0,160.0,820.0,Sim
"1,90E+11",São Paulo,19,F,1,branca,1,1,não_respondeu,,,1,1,1,1,459.9,54.3,49.7,597.7,Espanhol,1.0,120.0,160.0,120.0,120.0,140.0,660.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,1,não_respondeu,,,1,1,1,1,521.6,574.6,57.6,522.9,Espanhol,1.0,140.0,180.0,160.0,180.0,180.0,840.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35041609.0,São Paulo,1,1,1,1,459.2,513.7,524.5,37.3,Espanhol,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35925172.0,São Paulo,1,1,1,1,451.8,486.5,506.2,472.3,Inglês,1.0,100.0,140.0,100.0,80.0,120.0,540.0,Sim
"1,90E+11",São Paulo,20,F,1,preta,1,1,não_respondeu,,,1,1,1,1,381.1,450.4,498.8,445.4,Inglês,1.0,100.0,120.0,80.0,120.0,100.0,520.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,39.6,452.2,512.8,371.3,Inglês,1.0,120.0,140.0,100.0,140.0,140.0,640.0,Sim
"1,90E+11",São Paulo,28,F,1,parda,1,1,não_respondeu,,,1,1,1,1,419.2,487.9,526.9,531.6,Espanhol,1.0,120.0,120.0,120.0,120.0,100.0,580.0,Sim
"1,90E+11",São Paulo,17,M,1,preta,1,2,pública,35002914.0,São Paulo,1,1,1,1,405.3,542.8,523.5,50.7,Inglês,1.0,120.0,120.0,120.0,100.0,120.0,580.0,Sim
"1,90E+11",São Paulo,19,F,1,branca,1,1,não_respondeu,,,1,1,1,1,500.5,536.6,592.7,488.8,Espanhol,1.0,160.0,140.0,160.0,180.0,120.0,760.0,Não
"1,90E+11",São Paulo,25,F,1,parda,1,1,não_respondeu,,,1,1,1,1,427.3,497.4,515.2,498.9,Espanhol,1.0,120.0,40.0,40.0,100.0,0.0,300.0,Sim
"1,90E+11",São Paulo,19,F,1,branca,1,1,não_respondeu,,,1,1,1,1,557.2,591.6,583.1,67.5,Espanhol,1.0,160.0,140.0,140.0,160.0,180.0,780.0,Sim
"1,90E+11",São Paulo,19,F,1,nao_declarado,1,1,não_respondeu,,,1,1,1,1,560.2,607.4,649.8,640.2,Inglês,1.0,160.0,200.0,180.0,200.0,180.0,920.0,Sim
"1,90E+11",São Paulo,20,M,1,branca,1,2,privada,,,1,1,1,1,437.4,554.3,534.1,613.5,Inglês,1.0,140.0,120.0,140.0,120.0,160.0,680.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35041804.0,São Paulo,1,1,1,1,397.9,533.8,537.2,471.7,Espanhol,1.0,120.0,120.0,120.0,100.0,80.0,540.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,35140348.0,São Paulo,1,1,1,1,519.3,527.1,567.2,634.7,Inglês,1.0,160.0,120.0,120.0,120.0,100.0,620.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,35985028.0,São Paulo,1,1,1,1,450.8,484.9,375.8,466.9,Inglês,1.0,120.0,120.0,120.0,100.0,20.0,480.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,615.8,435.6,595.5,61.1,Espanhol,1.0,120.0,140.0,120.0,140.0,100.0,620.0,Sim
"1,90E+11",São Paulo,29,M,2,preta,1,1,não_respondeu,,,1,1,1,1,404.7,655.4,557.5,771.4,Inglês,1.0,140.0,200.0,160.0,140.0,40.0,680.0,Sim
"1,90E+11",São Paulo,19,F,1,amarela,1,1,não_respondeu,,,1,1,1,1,607.2,572.3,513.4,53.5,Inglês,1.0,140.0,200.0,140.0,140.0,140.0,760.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,35307622.0,São Paulo,1,1,1,1,595.2,55.1,583.5,678.2,Inglês,1.0,120.0,200.0,120.0,120.0,140.0,700.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,,,1,1,1,1,660.4,628.5,656.8,713.1,Inglês,1.0,160.0,120.0,120.0,200.0,120.0,720.0,Sim
"1,90E+11",São Paulo,17,F,1,amarela,1,2,pública,35044261.0,São Paulo,1,1,1,1,355.2,541.8,567.8,593.1,Inglês,1.0,120.0,140.0,120.0,120.0,100.0,600.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,2,privada,35104985.0,São Paulo,1,1,1,1,563.9,605.7,657.4,721.5,Inglês,1.0,160.0,180.0,200.0,200.0,180.0,920.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,566.8,651.9,615.5,694.7,Espanhol,1.0,160.0,160.0,180.0,160.0,160.0,820.0,Sim
"1,90E+11",São Paulo,32,M,1,preta,1,1,não_respondeu,,,1,1,1,1,437.3,489.4,342.2,48.2,Inglês,1.0,140.0,120.0,120.0,140.0,100.0,620.0,Sim
"1,90E+11",São Paulo,22,F,1,parda,1,1,não_respondeu,,,1,1,1,1,386.3,438.8,510.6,450.6,Inglês,1.0,100.0,120.0,120.0,100.0,80.0,520.0,Sim
"1,90E+11",São Paulo,20,F,1,branca,1,1,não_respondeu,,,1,1,1,1,56.3,591.2,586.3,575.3,Inglês,1.0,120.0,140.0,140.0,120.0,80.0,600.0,Sim
"1,90E+11",São Paulo,23,F,1,parda,1,1,não_respondeu,,,1,1,1,1,525.8,535.9,572.8,582.5,Inglês,1.0,140.0,140.0,160.0,120.0,140.0,700.0,Sim
"1,90E+11",São Paulo,17,F,1,preta,1,2,pública,35005010.0,São Paulo,1,1,1,1,507.8,568.5,557.9,42.1,Inglês,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35914733.0,São Paulo,1,1,1,1,550.6,632.7,608.6,505.2,Inglês,1.0,120.0,120.0,80.0,100.0,80.0,500.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,548.5,601.7,609.9,618.4,Inglês,1.0,160.0,180.0,160.0,180.0,140.0,820.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35439447.0,São Paulo,1,1,1,1,526.4,560.2,579.5,628.2,Inglês,1.0,140.0,120.0,120.0,140.0,160.0,680.0,Sim
"1,90E+11",São Paulo,25,F,2,branca,1,1,não_respondeu,,,1,1,1,1,477.7,409.5,466.4,573.7,Inglês,1.0,120.0,140.0,120.0,160.0,80.0,620.0,Não
