NU_INSCRICAO,NO_MUNICIPIO_RESIDENCIA,IDADE,SEXO,TP_ESTADO_CIVIL,RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,ESCOLA,CO_ESCOLA,NO_MUNICIPIO_ESC,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,COMP1,COMP2,COMP3,COMP4,COMP5,NOTA_REDACAO,INTERNET
"1,90E+11",São Paulo,23,M,0,preta,1,1,não_respondeu,,,1,1,1,1,496.9,631.3,626.2,593.4,Inglês,1.0,120.0,120.0,80.0,120.0,60.0,500.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35000280.0,São Paulo,1,1,1,1,458.5,451.7,519.6,406.2,Inglês,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,1,não_respondeu,,,1,1,1,1,419.1,469.2,530.3,428.2,Espanhol,1.0,120.0,120.0,100.0,140.0,120.0,600.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,,,1,1,1,1,579.1,519.2,543.7,556.6,Inglês,1.0,140.0,160.0,140.0,120.0,80.0,640.0,Sim
"1,90E+11",São Paulo,19,F,1,branca,1,1,não_respondeu,,,1,1,1,1,497.5,474.8,489.1,48.2,Inglês,1.0,140.0,100.0,120.0,140.0,100.0,600.0,Sim
"1,90E+11",São Paulo,19,M,1,parda,1,1,não_respondeu,,,1,1,1,1,493.3,549.1,539.8,385.7,Inglês,1.0,120.0,120.0,80.0,120.0,140.0,580.0,Sim
"1,90E+11",São Paulo,33,F,1,branca,1,1,não_respondeu,,,1,1,1,1,367.9,442.1,372.6,373.6,Espanhol,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,2,pública,,,1,1,1,1,453.7,503.5,513.8,399.5,Espanhol,1.0,140.0,140.0,120.0,140.0,100.0,640.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,2,pública,35002252.0,São Paulo,1,1,1,1,56.8,589.7,603.1,645.6,Inglês,1.0,160.0,120.0,140.0,120.0,120.0,660.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35044441.0,São Paulo,1,1,1,1,399.8,388.8,523.9,393.9,Espanhol,1.0,100.0,120.0,120.0,120.0,80.0,540.0,Sim
"1,90E+11",São Paulo,18,M,1,amarela,1,1,não_respondeu,,,1,1,1,1,55.0,53.0,585.4,591.6,Inglês,1.0,160.0,160.0,120.0,180.0,200.0,820.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35001132.0,São Paulo,1,1,1,1,548.2,547.4,549.8,541.9,Inglês,1.0,120.0,120.0,120.0,100.0,60.0,520.0,Sim
"1,90E+11",São Paulo,21,F,1,parda,1,1,não_respondeu,,,1,1,1,1,57.8,658.6,646.7,67.9,Inglês,1.0,160.0,200.0,160.0,200.0,140.0,860.0,Sim
"1,90E+11",São Paulo,25,M,1,branca,1,1,não_respondeu,,,1,1,1,1,455.3,555.6,503.9,543.8,Espanhol,1.0,100.0,120.0,80.0,60.0,60.0,420.0,Não
"1,90E+11",São Paulo,22,F,1,branca,1,1,não_respondeu,,,1,1,1,1,512.9,522.5,564.7,446.3,Espanhol,1.0,160.0,160.0,160.0,160.0,180.0,820.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35003402.0,São Paulo,1,1,1,1,498.4,46.1,507.4,588.9,Espanhol,1.0,100.0,40.0,40.0,100.0,20.0,300.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,,,1,1,1,1,490.7,473.6,516.4,478.4,Espanhol,1.0,120.0,120.0,120.0,120.0,0.0,480.0,Sim
"1,90E+11",São Paulo,20,F,1,branca,1,1,não_respondeu,,,1,1,1,1,591.8,662.1,642.4,605.8,Inglês,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,,,1,1,1,1,584.1,389.3,532.2,639.8,Inglês,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35925317.0,São Paulo,1,1,1,1,362.7,382.1,413.1,446.7,Inglês,1.0,100.0,120.0,120.0,140.0,80.0,560.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,35044337.0,São Paulo,1,1,1,1,389.9,389.1,349.9,457.6,Inglês,1.0,100.0,120.0,120.0,100.0,0.0,440.0,Sim
"1,90E+11",São Paulo,17,F,1,preta,1,2,pública,35005307.0,São Paulo,1,1,1,1,470.7,559.4,555.1,514.1,Inglês,1.0,100.0,120.0,120.0,80.0,120.0,540.0,Não
"1,90E+11",São Paulo,25,F,1,preta,1,1,não_respondeu,,,1,1,1,1,453.4,431.6,478.1,412.6,Espanhol,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,privada,35132214.0,São Paulo,1,1,1,1,589.2,572.2,605.5,75.8,Inglês,1.0,160.0,200.0,180.0,200.0,200.0,940.0,Sim
"1,90E+11",São Paulo,18,F,1,preta,1,1,não_respondeu,,,1,1,1,1,573.4,567.4,581.7,480.4,Espanhol,1.0,160.0,200.0,140.0,160.0,140.0,800.0,Sim
"1,90E+11",São Paulo,17,F,0,nao_declarado,1,2,pública,,,1,1,1,1,36.5,521.2,513.8,500.8,Inglês,1.0,120.0,40.0,40.0,120.0,20.0,340.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,,,1,1,1,1,570.3,535.6,573.3,519.5,Inglês,1.0,140.0,200.0,120.0,120.0,140.0,720.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,privada,,,1,1,1,1,534.2,535.3,597.4,468.4,Inglês,1.0,120.0,120.0,120.0,120.0,160.0,640.0,Não
"1,90E+11",São Paulo,18,F,1,branca,1,2,pública,35990012.0,São Paulo,1,1,1,1,60.4,605.8,611.5,616.3,Inglês,1.0,160.0,200.0,140.0,120.0,200.0,820.0,Sim
"1,90E+11",São Paulo,20,F,1,preta,1,1,não_respondeu,,,1,1,1,1,474.1,496.7,535.2,470.2,Inglês,1.0,120.0,120.0,100.0,100.0,80.0,520.0,Sim
"1,90E+11",São Paulo,16,F,1,branca,1,2,privada,35162243.0,São Paulo,1,1,1,1,564.3,644.5,688.6,733.7,Inglês,1.0,180.0,200.0,200.0,180.0,200.0,960.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35461532.0,São Paulo,1,1,1,1,51.5,540.4,561.6,398.2,Inglês,1.0,120.0,120.0,120.0,140.0,140.0,640.0,Não
"1,90E+11",São Paulo,19,F,1,parda,1,1,não_respondeu,,,1,1,1,1,522.5,581.6,566.3,50.6,Espanhol,1.0,140.0,120.0,120.0,160.0,140.0,680.0,Não
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,35002975.0,São Paulo,1,1,1,1,478.3,566.9,552.8,682.7,Inglês,1.0,100.0,180.0,120.0,100.0,120.0,620.0,Sim
"1,90E+11",São Paulo,19,F,1,parda,1,1,não_respondeu,,,1,1,1,1,481.2,478.7,522.3,514.7,Inglês,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Sim
"1,90E+11",São Paulo,19,F,1,branca,1,1,não_respondeu,,,1,1,1,1,583.6,664.9,607.7,721.7,Inglês,1.0,160.0,160.0,120.0,180.0,120.0,740.0,Sim
"1,90E+11",São Paulo,41,M,1,branca,1,1,não_respondeu,,,1,1,1,1,620.3,658.3,593.3,742.4,Espanhol,1.0,160.0,160.0,160.0,160.0,140.0,780.0,Não
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,35450935.0,São Paulo,1,1,1,1,574.7,50.5,519.8,557.5,Espanhol,1.0,120.0,160.0,120.0,160.0,160.0,720.0,Sim
"1,90E+11",São Paulo,17,F,0,parda,1,2,pública,35139774.0,São Paulo,1,1,1,1,384.3,471.9,541.7,469.8,Espanhol,1.0,120.0,120.0,100.0,120.0,80.0,540.0,Sim
"1,90E+11",São Paulo,22,F,1,branca,1,1,não_respondeu,,,1,1,1,1,493.8,609.5,589.2,624.8,Inglês,1.0,140.0,120.0,160.0,160.0,140.0,720.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,,,1,1,1,1,494.3,618.3,551.8,597.1,Espanhol,1.0,140.0,120.0,160.0,160.0,180.0,760.0,Não
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35337729.0,Guarulhos,1,1,1,1,553.7,607.6,547.7,642.7,Inglês,1.0,160.0,160.0,160.0,200.0,160.0,840.0,Sim
"1,90E+11",São Paulo,19,F,1,parda,1,1,não_respondeu,,,1,1,1,1,377.5,497.6,496.9,394.2,Inglês,1.0,80.0,120.0,120.0,100.0,60.0,480.0,Não
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,,,1,1,1,1,609.4,61.8,594.3,641.7,Inglês,1.0,160.0,200.0,160.0,200.0,180.0,900.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,35002185.0,São Paulo,1,1,1,1,549.1,615.1,614.2,639.4,Espanhol,1.0,120.0,120.0,120.0,120.0,160.0,640.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35004170.0,São Paulo,1,1,1,1,431.1,401.7,505.3,497.7,Espanhol,1.0,100.0,120.0,100.0,100.0,120.0,540.0,Não
"1,90E+11",São Paulo,26,F,2,parda,1,1,não_respondeu,,,1,1,1,1,477.5,572.2,582.8,607.1,Inglês,1.0,140.0,120.0,140.0,120.0,160.0,680.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35000486.0,São Paulo,1,1,1,1,519.2,559.1,573.2,440.1,Espanhol,1.0,100.0,120.0,100.0,120.0,80.0,520.0,Sim
"1,90E+11",São Paulo,19,M,0,branca,0,1,não_respondeu,,,1,1,1,1,575.5,632.2,590.7,679.4,Inglês,1.0,160.0,180.0,180.0,200.0,160.0,880.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,,,1,1,1,1,391.4,362.9,517.4,399.2,Espanhol,1.0,100.0,40.0,40.0,80.0,0.0,260.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,1,não_respondeu,,,1,1,1,1,512.5,465.8,529.5,503.2,Espanhol,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Não
"1,90E+11",São Paulo,17,M,1,preta,1,2,pública,,,1,1,1,1,469.1,524.5,50.9,493.4,Inglês,1.0,100.0,100.0,80.0,80.0,0.0,360.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,,,1,1,1,1,60.3,653.5,60.4,608.1,Inglês,1.0,160.0,200.0,140.0,200.0,180.0,880.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,,,1,1,1,1,360.6,433.1,433.4,458.8,Espanhol,1.0,120.0,100.0,100.0,80.0,40.0,440.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,2,privada,,,1,1,1,1,418.6,419.2,489.4,492.1,Inglês,1.0,100.0,200.0,120.0,160.0,140.0,720.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,1,não_respondeu,,,1,1,1,1,390.7,509.3,539.3,50.4,Inglês,1.0,140.0,120.0,120.0,140.0,120.0,640.0,Não
"1,90E+11",São Paulo,22,F,1,parda,1,1,não_respondeu,,,1,1,1,1,522.7,551.5,595.2,431.7,Inglês,1.0,160.0,120.0,140.0,140.0,120.0,680.0,Sim
"1,90E+11",São Paulo,19,F,1,branca,1,1,não_respondeu,,,1,1,1,1,577.7,618.3,624.9,527.5,Inglês,1.0,140.0,160.0,120.0,140.0,140.0,700.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,35001454.0,São Paulo,1,1,1,1,511.2,597.4,594.3,674.5,Espanhol,1.0,120.0,120.0,120.0,120.0,80.0,560.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,1,não_respondeu,,,1,1,1,1,347.9,44.6,444.9,435.9,Espanhol,1.0,80.0,120.0,80.0,100.0,80.0,460.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,1,não_respondeu,,,1,1,1,1,359.5,449.4,499.8,610.1,Inglês,1.0,120.0,120.0,120.0,80.0,120.0,560.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,571.3,652.8,613.8,806.7,Inglês,1.0,160.0,180.0,180.0,160.0,160.0,840.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,2,pública,35001824.0,São Paulo,1,1,1,1,486.4,522.3,543.6,574.9,Inglês,1.0,100.0,40.0,40.0,100.0,40.0,320.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35039123.0,São Paulo,1,1,1,1,503.9,507.1,54.4,64.2,Inglês,1.0,140.0,120.0,140.0,120.0,200.0,720.0,Sim
"1,90E+11",São Paulo,19,F,1,parda,1,1,não_respondeu,,,1,1,1,1,504.3,599.6,554.1,568.6,Inglês,1.0,160.0,180.0,160.0,160.0,120.0,780.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,,,1,1,1,1,53.3,446.7,542.5,48.4,Inglês,1.0,120.0,120.0,160.0,120.0,60.0,580.0,Sim
"1,90E+11",São Paulo,17,F,1,preta,1,2,pública,35003797.0,São Paulo,1,1,1,1,356.6,39.5,484.8,428.5,Espanhol,1.0,140.0,120.0,120.0,100.0,120.0,600.0,Sim
"1,90E+11",São Paulo,17,F,1,amarela,0,2,privada,35132214.0,São Paulo,1,1,1,1,583.2,653.5,569.8,709.4,Inglês,1.0,180.0,180.0,160.0,200.0,140.0,860.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,2,pública,35004832.0,São Paulo,1,1,1,1,515.7,520.6,552.9,593.8,Inglês,1.0,100.0,120.0,100.0,120.0,100.0,540.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35106926.0,São Paulo,1,1,1,1,548.1,619.6,594.2,686.3,Inglês,1.0,160.0,160.0,140.0,160.0,140.0,760.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,35002197.0,São Paulo,1,1,1,1,52.6,573.5,590.6,53.5,Inglês,1.0,120.0,140.0,100.0,100.0,140.0,600.0,Sim
"1,90E+11",São Paulo,27,M,1,preta,1,1,não_respondeu,,,1,1,1,1,499.3,555.2,593.8,623.6,Espanhol,1.0,120.0,140.0,120.0,120.0,100.0,600.0,Sim
"1,90E+11",São Paulo,17,F,1,preta,1,2,pública,35923588.0,São Paulo,1,1,1,1,400.9,425.7,553.8,479.7,Inglês,1.0,120.0,40.0,40.0,120.0,0.0,320.0,Sim
"1,90E+11",São Paulo,28,M,1,parda,1,1,não_respondeu,,,1,1,1,1,527.3,599.8,57.7,547.4,Espanhol,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Não
"1,90E+11",São Paulo,22,F,1,branca,1,1,não_respondeu,,,1,1,1,1,507.2,506.6,566.6,567.5,Espanhol,1.0,120.0,120.0,120.0,100.0,100.0,560.0,Sim
"1,90E+11",São Paulo,28,M,2,branca,1,1,não_respondeu,,,1,1,1,1,502.1,554.2,576.6,567.9,Inglês,1.0,140.0,120.0,120.0,120.0,100.0,600.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,635.8,671.8,617.2,671.8,Inglês,1.0,140.0,180.0,160.0,140.0,160.0,780.0,Sim
"1,90E+11",São Paulo,19,M,0,branca,1,1,não_respondeu,,,1,1,1,1,537.9,610.7,590.1,605.9,Inglês,1.0,140.0,200.0,120.0,120.0,120.0,700.0,Sim
"1,90E+11",São Paulo,21,F,1,branca,1,1,não_respondeu,,,1,1,1,1,637.4,619.6,628.6,554.9,Inglês,1.0,160.0,140.0,120.0,120.0,80.0,620.0,Sim
"1,90E+11",São Paulo,19,F,1,preta,1,1,não_respondeu,,,1,1,1,1,419.1,569.6,505.3,398.7,Espanhol,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Não
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,,,1,1,1,1,439.5,582.6,569.7,465.6,Inglês,1.0,120.0,120.0,120.0,120.0,140.0,620.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35143595.0,São Paulo,1,1,1,1,572.3,582.9,60.2,671.1,Espanhol,1.0,140.0,200.0,160.0,180.0,160.0,840.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35923266.0,São Paulo,1,1,1,1,397.2,556.7,58.6,464.8,Inglês,1.0,120.0,160.0,120.0,120.0,180.0,700.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35048641.0,São Paulo,1,1,1,1,460.9,559.9,613.7,392.8,Inglês,1.0,120.0,120.0,120.0,120.0,100.0,580.0,Sim
"1,90E+11",São Paulo,17,M,1,preta,1,2,pública,35907112.0,São Paulo,1,1,1,1,44.8,456.3,444.9,448.9,Espanhol,1.0,100.0,120.0,100.0,100.0,100.0,520.0,Sim
"1,90E+11",São Paulo,19,F,1,parda,1,1,não_respondeu,,,1,1,1,1,465.8,505.6,567.9,495.4,Inglês,1.0,140.0,120.0,140.0,140.0,120.0,660.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35003273.0,São Paulo,1,1,1,1,400.1,477.6,455.8,458.4,Inglês,1.0,140.0,120.0,100.0,80.0,100.0,540.0,Sim
"1,90E+11",São Paulo,20,F,1,preta,1,1,não_respondeu,,,1,1,1,1,624.7,684.5,609.1,54.3,Inglês,1.0,140.0,120.0,120.0,120.0,120.0,620.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,,,1,1,1,1,549.5,508.4,574.4,733.6,Inglês,1.0,160.0,140.0,120.0,120.0,160.0,700.0,Sim
"1,90E+11",São Paulo,26,F,1,preta,1,1,não_respondeu,,,1,1,1,1,409.7,387.9,50.4,364.4,Inglês,1.0,120.0,160.0,120.0,160.0,160.0,720.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35901684.0,São Paulo,1,1,1,1,423.9,52.4,534.3,449.6,Inglês,1.0,120.0,120.0,120.0,120.0,100.0,580.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35902861.0,São Paulo,1,1,1,1,483.7,54.8,574.5,476.3,Espanhol,1.0,120.0,120.0,100.0,100.0,100.0,540.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35005083.0,São Paulo,1,1,1,1,409.9,495.8,555.6,488.3,Inglês,1.0,120.0,160.0,120.0,120.0,160.0,680.0,Sim
"1,90E+11",São Paulo,30,F,0,parda,2,1,não_respondeu,,,1,1,1,1,393.4,501.2,503.1,432.6,Inglês,1.0,140.0,120.0,120.0,120.0,0.0,500.0,Sim
"1,90E+11",São Paulo,38,F,0,preta,1,1,não_respondeu,,,1,1,1,1,477.9,508.9,532.2,570.4,Espanhol,1.0,120.0,100.0,120.0,120.0,100.0,560.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,458.2,563.9,552.5,573.2,Inglês,1.0,160.0,140.0,160.0,120.0,100.0,680.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,35119261.0,São Paulo,1,1,1,1,447.6,582.8,573.3,583.3,Inglês,1.0,120.0,120.0,140.0,120.0,120.0,620.0,Sim
"1,90E+11",São Paulo,23,F,0,parda,1,1,não_respondeu,,,1,1,1,1,390.5,49.4,496.8,43.9,Espanhol,1.0,80.0,120.0,100.0,100.0,120.0,520.0,Não
"1,90E+11",São Paulo,25,F,2,parda,1,1,não_respondeu,,,1,1,1,1,364.3,490.7,506.9,423.9,Espanhol,1.0,100.0,120.0,120.0,100.0,60.0,500.0,Não
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35902925.0,São Paulo,1,1,1,1,534.2,604.8,564.4,586.6,Inglês,1.0,120.0,140.0,100.0,120.0,120.0,600.0,Sim
"1,90E+11",São Paulo,20,F,1,amarela,1,1,não_respondeu,,,1,1,1,1,679.3,680.4,697.9,729.3,Inglês,1.0,160.0,180.0,180.0,160.0,160.0,840.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,privada,35119261.0,São Paulo,1,1,1,1,472.4,52.4,498.3,57.8,Espanhol,1.0,120.0,120.0,120.0,120.0,100.0,580.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,,,1,1,1,1,519.6,573.4,558.3,457.6,Inglês,1.0,140.0,120.0,120.0,140.0,40.0,560.0,Sim
"1,90E+11",São Paulo,17,F,1,preta,1,2,pública,35438424.0,São Paulo,1,1,1,1,542.2,558.6,542.4,457.2,Espanhol,1.0,120.0,120.0,120.0,120.0,120.0,600.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35923597.0,São Paulo,1,1,1,1,408.2,487.9,524.3,565.1,Espanhol,1.0,120.0,120.0,100.0,100.0,20.0,460.0,Sim
"1,90E+11",São Paulo,19,F,1,preta,2,2,privada,,,1,1,1,1,363.5,483.1,47.5,393.8,Espanhol,1.0,120.0,120.0,120.0,120.0,100.0,580.0,Sim
"1,90E+11",São Paulo,17,F,1,preta,2,2,pública,35415443.0,São Paulo,1,1,1,1,389.7,566.6,517.4,485.5,Inglês,1.0,120.0,120.0,100.0,120.0,60.0,520.0,Sim
"1,90E+11",São Paulo,59,M,1,branca,1,1,não_respondeu,,,1,1,1,1,453.5,511.4,520.1,409.4,Espanhol,1.0,140.0,160.0,120.0,120.0,100.0,640.0,Não
"1,90E+11",São Paulo,18,F,1,nao_declarado,1,2,pública,35003273.0,São Paulo,1,1,1,1,390.1,395.1,555.7,44.2,Espanhol,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,,,1,1,1,1,521.9,570.1,576.4,549.3,Inglês,1.0,160.0,200.0,160.0,180.0,120.0,820.0,Sim
"1,90E+11",São Paulo,19,F,1,preta,1,1,não_respondeu,,,1,1,1,1,506.8,554.7,528.9,497.5,Inglês,1.0,100.0,120.0,120.0,120.0,60.0,520.0,Não
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,440.4,459.3,501.4,373.8,Inglês,1.0,100.0,120.0,120.0,100.0,100.0,540.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,2,pública,35004492.0,São Paulo,1,1,1,1,497.4,46.5,530.2,483.8,Espanhol,1.0,120.0,120.0,100.0,80.0,0.0,420.0,Não
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35003384.0,São Paulo,1,1,1,1,378.1,535.7,385.3,359.8,Espanhol,1.0,80.0,120.0,100.0,120.0,20.0,440.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,35005373.0,São Paulo,1,1,1,1,370.5,522.5,497.9,411.1,Inglês,1.0,140.0,100.0,120.0,120.0,140.0,620.0,Sim
"1,90E+11",São Paulo,29,F,1,branca,1,1,não_respondeu,,,1,1,1,1,527.2,590.2,501.7,57.4,Espanhol,1.0,160.0,140.0,160.0,200.0,140.0,800.0,Sim
"1,90E+11",São Paulo,32,F,1,parda,1,1,não_respondeu,,,1,1,1,1,380.6,412.4,514.4,45.6,Espanhol,1.0,120.0,120.0,100.0,100.0,60.0,500.0,Sim
"1,90E+11",São Paulo,18,F,1,amarela,1,1,não_respondeu,,,1,1,1,1,524.4,618.2,579.6,776.9,Inglês,1.0,160.0,160.0,140.0,140.0,120.0,720.0,Sim
"1,90E+11",São Paulo,18,M,1,branca,1,1,não_respondeu,,,1,1,1,1,42.6,523.9,547.4,484.3,Espanhol,1.0,120.0,120.0,100.0,120.0,0.0,460.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,517.6,551.5,576.1,57.1,Inglês,1.0,140.0,120.0,140.0,120.0,120.0,640.0,Sim
"1,90E+11",São Paulo,26,F,1,parda,1,1,não_respondeu,,,1,1,1,1,353.9,414.9,414.6,386.3,Espanhol,1.0,60.0,120.0,100.0,100.0,60.0,440.0,Não
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,35003013.0,São Paulo,1,1,1,1,601.4,570.9,563.5,62.7,Inglês,1.0,160.0,180.0,180.0,160.0,200.0,880.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,privada,,,1,1,1,1,350.6,577.8,568.2,561.1,Inglês,1.0,140.0,120.0,120.0,160.0,180.0,720.0,Sim
"1,90E+11",São Paulo,17,M,1,parda,1,2,pública,,,1,1,1,1,427.3,51.8,543.7,549.8,Espanhol,1.0,140.0,120.0,120.0,120.0,120.0,620.0,Sim
"1,90E+11",São Paulo,18,M,1,parda,1,1,não_respondeu,,,1,1,1,1,550.3,56.4,55.5,665.1,Inglês,1.0,100.0,120.0,120.0,100.0,160.0,600.0,Sim
"1,90E+11",São Paulo,17,F,1,parda,1,2,pública,35002422.0,São Paulo,1,1,1,1,375.3,499.3,516.3,642.2,Inglês,1.0,140.0,120.0,140.0,180.0,120.0,700.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,2,pública,,,1,1,1,1,348.9,480.1,524.6,445.3,Espanhol,1.0,140.0,120.0,100.0,120.0,0.0,480.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35003585.0,São Paulo,1,1,1,1,435.5,532.2,550.5,55.9,Inglês,1.0,120.0,120.0,120.0,100.0,120.0,580.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,,,1,1,1,1,55.9,55.1,578.9,478.1,Inglês,1.0,120.0,120.0,120.0,140.0,180.0,680.0,Sim
"1,90E+11",São Paulo,18,F,1,branca,1,1,não_respondeu,,,1,1,1,1,593.5,590.2,614.2,652.3,Inglês,1.0,160.0,180.0,140.0,140.0,160.0,780.0,Sim
"1,90E+11",São Paulo,18,F,1,preta,1,1,não_respondeu,,,1,1,1,1,441.6,470.8,50.9,450.1,Inglês,1.0,160.0,160.0,160.0,140.0,160.0,780.0,Sim
"1,90E+11",São Paulo,18,F,1,parda,1,1,não_respondeu,,,1,1,1,1,446.3,532.8,52.3,433.4,Espanhol,1.0,160.0,140.0,160.0,180.0,140.0,780.0,Sim
"1,90E+11",São Paulo,17,F,1,branca,1,2,pública,35902305.0,São Paulo,1,1,1,1,580.4,540.4,565.3,538.7,Inglês,1.0,140.0,120.0,140.0,120.0,180.0,700.0,Sim
"1,90E+11",São Paulo,45,M,2,branca,1,1,não_respondeu,,,1,1,1,1,498.4,552.4,585.5,608.6,Espanhol,1.0,120.0,120.0,80.0,100.0,100.0,520.0,Sim
"1,90E+11",São Paulo,17,M,1,branca,1,2,pública,35002173.0,São Paulo,1,1,1,1,471.3,541.5,534.8,613.6,Inglês,1.0,120.0,100.0,120.0,120.0,80.0,540.0,Não
"1,90E+11",São Paulo,19,M,1,parda,1,1,não_respondeu,,,1,1,1,1,535.3,537.8,568.5,54.5,Espanhol,1.0,140.0,180.0,120.0,140.0,180.0,760.0,Sim
"1,90E+11",São Paulo,58,F,1,parda,1,1,não_respondeu,,,1,1,1,1,456.3,489.3,510.1,371.5,Espanhol,1.0,100.0,100.0,80.0,80.0,60.0,420.0,Não
"1,90E+11",São Paulo,18,F,1,preta,1,1,não_respondeu,,,1,1,1,1,579.6,670.5,601.3,600.5,Espanhol,1.0,120.0,160.0,120.0,120.0,120.0,640.0,Sim
